tracking_number,service_type,service_description,carrier_code,package_weight,package_weight_units,packaging_type,origin_city,origin_state,origin_pincode,destination_city,destination_state,destination_pincode,delivery_location_type_x,pickup_datetime_ist,delivery_datetime_ist,total_transit_hours,num_facilities_visited,num_in_transit_events,time_in_inter_facility_transit_hours,avg_hours_per_facility,is_express_service,delivery_location_type_y,num_out_for_delivery_attempts,first_attempt_delivery,total_events_count,unique_event_types_count
391049862758,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,14.0,KG,YOUR_PACKAGING,Bangalore,KA,,Mumbai,MH,,RECEPTIONIST_OR_FRONT_DESK,2020-03-12 16:17:00+05:30,2020-03-14 16:00:00+05:30,47.71666666666667,3,4,33.43333333333333,15.905555555555557,True,RECEPTIONIST_OR_FRONT_DESK,1,True,10,7
390931989124,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,28.0,KG,YOUR_PACKAGING,Bangalore,KA,,GURGAON,HR,,RESIDENCE,2020-03-07 16:27:00+05:30,2020-03-11 15:19:00+05:30,94.86666666666666,3,5,80.89999999999999,31.62222222222222,True,RESIDENCE,1,True,11,7
391195859433,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,14.0,KG,YOUR_PACKAGING,Bangalore,KA,,Hyderabad,TS,,RESIDENCE,2020-03-18 17:08:00+05:30,2020-03-20 15:30:00+05:30,46.36666666666667,3,4,36.31666666666666,15.455555555555556,True,RESIDENCE,1,True,10,7
390871742485,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,14.0,KG,YOUR_PACKAGING,Bangalore,KA,,Mysore,KA,,RECEPTIONIST_OR_FRONT_DESK,2020-03-05 19:20:00+05:30,2020-03-06 14:00:00+05:30,18.666666666666668,3,3,9.866666666666667,6.222222222222222,True,RECEPTIONIST_OR_FRONT_DESK,1,True,9,7
391049866890,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,14.0,KG,YOUR_PACKAGING,Bangalore,KA,,Visakhapatnam,AP,,RESIDENCE,2020-03-12 16:17:00+05:30,2020-03-16 16:26:00+05:30,96.15,3,7,62.41666666666667,32.050000000000004,True,RESIDENCE,1,True,13,7
390948910847,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,14.0,KG,YOUR_PACKAGING,Bangalore,KA,,Mumbai,MH,,RESIDENCE,2020-03-09 15:12:00+05:30,2020-03-12 13:45:00+05:30,70.55,3,4,41.88333333333333,23.516666666666666,True,RESIDENCE,1,True,14,8
391018754107,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,14.0,KG,YOUR_PACKAGING,Bangalore,KA,,Nagpur,MH,,RECEPTIONIST_OR_FRONT_DESK,2020-03-11 16:39:00+05:30,2020-03-14 13:17:00+05:30,68.63333333333334,3,6,59.050000000000004,22.87777777777778,True,RECEPTIONIST_OR_FRONT_DESK,1,True,12,7
280998636780,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,3.8,KG,YOUR_PACKAGING,Mumbai,MH,,Surat,GJ,,RESIDENCE,2021-07-03 18:10:00+05:30,2021-07-07 17:34:00+05:30,95.4,3,7,70.35,31.8,True,RESIDENCE,2,False,16,8
281176409884,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,6.0,KG,YOUR_PACKAGING,Mumbai,MH,,Hyderabad,TS,,RESIDENCE,2021-07-08 16:53:00+05:30,2021-07-13 16:13:00+05:30,119.33333333333333,3,5,95.33333333333334,39.77777777777778,True,RESIDENCE,2,False,15,9
281097610455,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,18.0,KG,YOUR_PACKAGING,Mumbai,MH,,Bangalore,KA,,RESIDENCE,2021-07-05 16:13:00+05:30,2021-07-09 16:37:00+05:30,96.4,3,4,71.65,32.13333333333333,True,RESIDENCE,0,False,13,7
281333571565,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,38.0,LB,YOUR_PACKAGING,Mumbai,MH,,Mumbai,MH,,RECEPTIONIST_OR_FRONT_DESK,2021-07-12 19:20:00+05:30,2021-07-14 12:35:00+05:30,41.25,3,3,24.333333333333336,13.75,True,RECEPTIONIST_OR_FRONT_DESK,2,False,12,8
281095533884,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,12.0,KG,YOUR_PACKAGING,Goa,GA,,Chennai,TN,,RECEPTIONIST_OR_FRONT_DESK,2021-07-07 19:22:00+05:30,2021-07-14 18:53:00+05:30,167.51666666666668,2,5,136.13333333333333,83.75833333333334,True,RECEPTIONIST_OR_FRONT_DESK,1,True,13,7
280267329094,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,20.0,KG,YOUR_PACKAGING,Delhi,DL,,Noida,UP,,RECEPTIONIST_OR_FRONT_DESK,2021-06-11 18:56:00+05:30,2021-06-16 11:28:00+05:30,112.53333333333333,3,7,107.55000000000001,37.51111111111111,True,RECEPTIONIST_OR_FRONT_DESK,0,False,18,8
280267328981,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,20.0,KG,YOUR_PACKAGING,Delhi,DL,,Hyderabad,TS,,IN_BOND_OR_CAGE,2021-06-11 18:56:00+05:30,2021-06-18 17:18:00+05:30,166.36666666666667,3,9,155.63333333333333,55.455555555555556,True,IN_BOND_OR_CAGE,0,False,16,7
281038348186,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,2.0,KG,YOUR_PACKAGING,Mumbai,MH,,Pune,MH,,RESIDENCE,2021-07-03 18:03:00+05:30,2021-07-07 16:13:00+05:30,94.16666666666667,3,5,71.10000000000001,31.38888888888889,True,RESIDENCE,2,False,15,7
280439181099,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,32.0,KG,YOUR_PACKAGING,Delhi,DL,,Chennai,TN,,RECEPTIONIST_OR_FRONT_DESK,2021-06-16 19:22:00+05:30,2021-06-24 18:22:00+05:30,191.0,3,6,180.14999999999998,63.666666666666664,True,RECEPTIONIST_OR_FRONT_DESK,1,True,17,9
281222569500,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,22.5,KG,YOUR_PACKAGING,Delhi,DL,,Jammu,JK,,RECEPTIONIST_OR_FRONT_DESK,2021-07-09 14:35:00+05:30,2021-07-15 18:23:00+05:30,147.8,3,5,64.8,49.26666666666667,True,RECEPTIONIST_OR_FRONT_DESK,0,False,12,7
280307632740,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,2.0,KG,YOUR_PACKAGING,Mumbai,MH,,Pune,MH,,RESIDENCE,2021-06-14 19:31:00+05:30,2021-06-16 16:30:00+05:30,44.983333333333334,3,4,38.13333333333333,14.994444444444445,True,RESIDENCE,1,True,11,8
280307633276,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,2.0,KG,YOUR_PACKAGING,Mumbai,MH,,Pune,MH,,RESIDENCE,2021-06-14 19:31:00+05:30,2021-06-16 16:30:00+05:30,44.983333333333334,3,4,38.166666666666664,14.994444444444445,True,RESIDENCE,1,True,11,8
280993568461,FEDEX_EXPRESS_SAVER,FedEx Economy,FDXE,1.5,KG,YOUR_PACKAGING,Pune,MH,,Mumbai,MH,,RESIDENCE,2021-07-03 16:19:00+05:30,2021-07-06 10:30:00+05:30,66.18333333333334,3,3,41.38333333333333,22.061111111111114,True,RESIDENCE,2,False,12,8
